id,Team Name,Submitted At,pearson_r,spearman_r,lineRegressSlope,r2_score,r2_pearson,MAE,realative_MAE,normalized_MAE,RMSE,relative_RMSE,normalized_RMSE,mean_pearson_r,mean_spearman_r,mean_lineRegressSlope,mean_r2_score,mean_r2_pearson,mean_MAE,mean_realative_MAE,mean_normalized_MAE,mean_RMSE,mean_relative_RMSE,mean_normalized_RMSE
243555,CLAC,2023-01-06 16:07:53.026913+00:00,0.631368,0.6244549999999999,0.279722,0.3568799999999999,0.398625,1.926875,0.1908519999999999,0.107595,2.458042,0.243463,0.1372549999999999,0.356551,0.307265,0.0960566,-0.618755,0.141296,1.932595,0.21745,0.164323,2.328863,0.260496,0.197588
244970,igorkf,2023-01-16 03:38:56.236705+00:00,0.6003469999999999,0.548949,0.318952,0.353885,0.360416,1.941084,0.1922599999999999,0.108388,2.463759,0.244029,0.137574,,,1.97009e-31,-0.63573,,1.91648,0.210894,0.163915,2.345147,0.257658,0.200042
242120,CLAC,2022-12-26 18:44:01.338538+00:00,0.614723,0.610904,0.283084,0.351634,0.377884,1.937041,0.191859,0.108163,2.468046,0.244454,0.1378129999999999,0.265805,0.257942,0.08802561,-0.64702,0.081865,1.94523,0.219428,0.166079,2.35341,0.2639759999999999,0.200488
241708,igorkf,2022-12-24 01:46:22.249968+00:00,0.595404,0.5508939999999999,0.325124,0.3515949999999999,0.3545059999999999,1.946795,0.192825,0.108707,2.46812,0.244461,0.137818,,,6.717327999999999e-32,-0.637854,,1.921611,0.2114179999999999,0.1641229999999999,2.354965,0.258626,0.2006749999999999
243998,phenomaize,2023-01-10 09:02:39.565671+00:00,0.6166519999999999,0.6252039999999999,0.3007889999999999,0.35087,0.380259,1.968516,0.194977,0.10992,2.4695,0.244598,0.1378949999999999,0.238016,0.192279,0.07455234,-0.656911,0.084937,1.965563,0.218006,0.166946,2.374471,0.2630839999999999,0.201663
244926,UCD_MegaLMM,2023-01-15 21:17:37.838119+00:00,0.615581,0.6025089999999999,0.246348,0.332125,0.37894,1.956499,0.193786,0.109249,2.504903,0.2481039999999999,0.139872,0.338283,0.230641,0.06480868,-0.7507749999999999,0.1283469999999999,1.975586,0.2267069999999999,0.171573,2.387404,0.271451,0.206295
243055,CGM,2023-01-03 16:45:28.107700+00:00,0.587292,0.5917419999999999,0.323346,0.3398129999999999,0.344912,1.980015,0.196116,0.1105619999999999,2.490443,0.246672,0.1390639999999999,0.353229,0.279411,0.1108790999999999,-0.752894,0.139263,1.982768,0.223757,0.170934,2.390754,0.26851,0.205412
244302,Purdue,2023-01-11 16:16:32.575948+00:00,0.6311689999999999,0.616452,0.2839229999999999,0.341306,0.398374,1.999248,0.198021,0.111636,2.487626,0.246393,0.138907,0.160587,0.116232,0.02551777,-0.7132739999999999,0.052217,1.99517,0.220446,0.1701999999999999,2.4018,0.2650629999999999,0.204765
244935,UCD_MegaLMM,2023-01-15 22:47:55.697864+00:00,0.62819,0.605952,0.240588,0.320054,0.394623,1.959565,0.19409,0.10942,2.527437,0.250336,0.14113,0.337252,0.224465,0.05174155,-0.806846,0.1267419999999999,1.984425,0.2334529999999999,0.1751149999999999,2.403986,0.278579,0.210213
242556,CLAC,2022-12-30 04:39:23.073954+00:00,0.5858189999999999,0.580338,0.323508,0.3420509999999999,0.3431839999999999,1.983282,0.196439,0.110745,2.486218,0.246254,0.138828,0.266728,0.251707,0.07796136,-0.770847,0.083951,1.992503,0.2259819999999999,0.1728399999999999,2.410456,0.271706,0.208067
244994,igorkf,2023-01-16 05:50:33.018033+00:00,0.584072,0.5270949999999999,0.346895,0.325902,0.34114,1.985855,0.196694,0.110888,2.516544,0.249258,0.140522,,,6.500302999999999e-32,-0.7623039999999999,,1.964009,0.219745,0.169658,2.41387,0.2683749999999999,0.207422
243211,phenomaize,2023-01-04 17:10:09.720770+00:00,0.6010159999999999,0.5953199999999998,0.26679,0.3226689999999999,0.361221,2.009128,0.198999,0.112188,2.522572,0.2498549999999999,0.140858,,,-5.073944e-32,-0.709063,,2.001449,0.220642,0.1691189999999999,2.41948,0.266235,0.2043949999999999
244936,SmAL,2023-01-15 23:11:31.868414+00:00,0.585721,0.573003,0.2573759999999999,0.321432,0.343069,1.996478,0.197746,0.111482,2.524875,0.250083,0.140987,0.146038,0.117406,0.02919657,-0.778922,0.027375,2.008298,0.228073,0.172549,2.424722,0.273089,0.207755
242769,igorkf,2023-01-01 17:23:44.577095+00:00,0.589613,0.568621,0.3115009999999999,0.296856,0.347644,1.999299,0.198026,0.111639,2.57019,0.2545709999999999,0.143517,0.2251209999999999,0.1768629999999999,0.06608457,-0.841248,0.059483,1.994751,0.233081,0.17549,2.440773,0.2812549999999999,0.213033
241834,SmAL,2022-12-25 01:21:15.105260+00:00,0.560971,0.531996,0.254666,0.299236,0.314689,2.006262,0.198715,0.112028,2.565836,0.2541399999999999,0.143274,0.146038,0.117406,0.02923944,-0.791583,0.027375,2.015992,0.2290129999999999,0.172875,2.446402,0.275465,0.2089469999999999
243210,phenomaize,2023-01-04 16:58:39.298954+00:00,0.5948259999999999,0.5575729999999999,0.243869,0.3073779999999999,0.353818,2.029837,0.20105,0.113344,2.550887,0.252659,0.142439,,,-3.9893839999999997e-32,-0.776413,,2.030042,0.224825,0.172942,2.448376,0.270529,0.208395
243889,UCD_MegaLMM,2023-01-09 22:51:20.350372+00:00,0.5767769999999999,0.582814,0.2335599999999999,0.3011159999999999,0.332672,2.030992,0.201165,0.113409,2.562393,0.253799,0.1430819999999999,0.3146039999999999,0.240533,0.05666264,-0.825965,0.112918,2.041307,0.228994,0.174182,2.450259,0.273538,0.2087529999999999
240758,CLAC,2022-12-16 15:19:26.274369+00:00,0.563007,0.5311529999999999,0.236099,0.2868859999999999,0.316977,2.049299,0.2029779999999999,0.114431,2.588347,0.256369,0.1445309999999999,0.262909,0.261004,0.08123407,-0.845805,0.081055,2.054887,0.2301429999999999,0.1756919999999999,2.454468,0.273583,0.209545
244928,UCD_MegaLMM,2023-01-15 21:31:39.389274+00:00,0.577524,0.580647,0.229524,0.299557,0.333533,2.035684,0.20163,0.1136709999999999,2.56525,0.2540819999999999,0.143241,0.311912,0.249731,0.05379334,-0.8382209999999999,0.112455,2.048272,0.2298419999999999,0.1749449999999999,2.458645,0.274594,0.209698
244778,ML_APT,2023-01-14 15:08:17.405988+00:00,0.564305,0.5444229999999999,0.216542,0.280444,0.31844,2.059386,0.2039769999999999,0.114994,2.600012,0.257525,0.145182,0.190976,0.103669,0.02858782,-0.8649109999999999,0.041763,2.064568,0.23282,0.177452,2.471617,0.2770599999999999,0.211823
244783,ML_APT,2023-01-14 16:01:07.346615+00:00,0.56254,0.543321,0.216958,0.277451,0.316452,2.067385,0.204769,0.115441,2.605414,0.25806,0.145484,0.183169,0.107492,0.03008106,-0.8711069999999999,0.038773,2.071247,0.2327549999999999,0.1776929999999999,2.477122,0.2769369999999999,0.2119949999999999
244941,SmAL,2023-01-16 00:27:36.743136+00:00,0.577509,0.5816099999999998,0.326066,0.309974,0.333517,2.063091,0.204344,0.115201,2.546102,0.2521849999999999,0.1421719999999999,0.146038,0.117406,0.02709154,-0.862076,0.027375,2.068069,0.230321,0.177981,2.486184,0.276096,0.213515
244922,ML_APT,2023-01-15 20:45:14.126600+00:00,0.56281,0.5470979999999999,0.215653,0.272397,0.316755,2.078898,0.20591,0.116084,2.61451,0.258961,0.145992,0.181371,0.1465819999999999,0.02678432,-0.8812379999999999,0.03788,2.08104,0.2326439999999999,0.178037,2.486471,0.276799,0.2123269999999999
241940,CLAC,2022-12-25 14:29:20.508335+00:00,0.489754,0.476221,0.21478,0.2372199999999999,0.2398589999999999,2.103542,0.208351,0.1174599999999999,2.676966,0.265147,0.149479,0.26007,0.251794,0.08730424,-1.020897,0.077502,2.115819,0.2451889999999999,0.183981,2.52107,0.2888399999999999,0.217969
244910,MPB_Group,2023-01-15 18:54:07.008179+00:00,0.4937309999999999,0.491499,0.341166,0.200435,0.2437699999999999,2.122006,0.21018,0.118491,2.740754,0.271465,0.153041,0.255008,0.1764,0.08446889,-1.178771,0.085484,2.138831,0.244033,0.188673,2.543666,0.2881329999999999,0.222841
244753,AIBreeding,2023-01-14 09:45:41.554581+00:00,0.438877,0.431481,0.184403,0.1901819999999999,0.192613,2.145196,0.212476,0.119786,2.75827,0.2732,0.1540189999999999,0.219557,0.139721,0.04949032,-1.118123,0.06028,2.140704,0.2479639999999999,0.183543,2.544481,0.2914399999999999,0.2175429999999999
243070,SmAL,2023-01-03 22:04:54.713141+00:00,0.5230529999999999,0.468968,0.2536089999999999,0.262027,0.2735839999999999,2.084344,0.2064489999999999,0.116388,2.633077,0.2607999999999999,0.1470289999999999,0.2847069999999999,0.2209569999999999,0.09626372,-1.037473,0.092725,2.132509,0.243043,0.1876539999999999,2.556281,0.2888899999999999,0.223103
242596,AgroStat,2022-12-30 17:08:39.316705+00:00,0.5536929999999999,0.5818929999999999,0.213818,0.25468,0.306576,2.14687,0.212642,0.119879,2.64615,0.262095,0.147759,0.100074,0.06029,0.01976398,-1.034965,0.021582,2.153121,0.2426319999999999,0.188134,2.562161,0.287159,0.222829
244770,Purdue,2023-01-14 13:33:37.871854+00:00,0.581411,0.583786,0.214737,0.244017,0.3380389999999999,2.166725,0.2146089999999999,0.120988,2.665011,0.263963,0.148812,0.1386439999999999,0.087432,0.02132076,-0.961914,0.037274,2.159162,0.239573,0.18425,2.562426,0.283606,0.218497
244681,SmAL,2023-01-14 01:06:44.723937+00:00,0.472789,0.4714059999999999,0.222302,0.201713,0.223529,2.138769,0.21184,0.119427,2.738563,0.2712479999999999,0.152919,0.234384,0.169939,0.05884337,-1.092663,0.063361,2.146707,0.2528889999999999,0.186497,2.570207,0.298109,0.221886
244300,arulrich,2023-01-11 16:06:28.636566+00:00,0.510005,0.5178559999999999,0.170578,0.2088079999999999,0.2601049999999999,2.166086,0.2145459999999999,0.120952,2.726366,0.27004,0.152238,0.2047559999999999,0.1542699999999999,0.04155232,-1.034349,0.050768,2.177688,0.245501,0.18537,2.575039,0.2885119999999999,0.218895
244762,AIBreeding,2023-01-14 12:11:16.644835+00:00,0.4199899999999999,0.3983789999999999,0.191143,0.1712829999999999,0.1763909999999999,2.177943,0.21572,0.121614,2.790271,0.2763689999999999,0.155806,0.2214069999999999,0.1458919999999999,0.05554559,-1.172735,0.061437,2.173557,0.250477,0.1860719999999999,2.581561,0.294486,0.220494
241331,igorkf,2022-12-21 14:13:18.740146+00:00,0.473422,0.4260599999999999,0.219584,0.2051429999999999,0.2241279999999999,2.176425,0.21557,0.12153,2.732673,0.2706649999999999,0.15259,,,1.977176e-32,-1.096324,,2.175709,0.2441089999999999,0.187537,2.58169,0.2876059999999999,0.2214849999999999
244974,DataJanitors,2023-01-16 04:05:06.695951+00:00,0.643685,0.603914,0.1763379999999999,0.19369,0.414331,2.204715,0.218372,0.123109,2.75229,0.272608,0.1536849999999999,0.25641,0.210205,0.02220584,-1.002186,0.076219,2.192693,0.234822,0.182347,2.586901,0.278231,0.21617
242525,CropsAreCool,2022-12-29 18:40:15.765663+00:00,0.413273,0.387799,0.202483,0.162245,0.170794,2.199043,0.21781,0.122793,2.805444,0.277872,0.1566529999999999,0.160778,0.065327,0.05050011,-1.180298,0.038376,2.187899,0.257568,0.190644,2.616397,0.3042719999999999,0.2271209999999999
244695,AIBreeding,2023-01-14 02:37:59.747587+00:00,0.500834,0.460235,0.112677,0.1681719999999999,0.2508349999999999,2.220314,0.219917,0.12398,2.795503,0.276888,0.1560979999999999,0.2254819999999999,0.117829,0.02638029,-1.185891,0.062868,2.228154,0.2565669999999999,0.191471,2.619542,0.2988629999999999,0.224727
244700,AIBreeding,2023-01-14 03:13:04.149182+00:00,0.501162,0.460268,0.112307,0.167681,0.251164,2.221374,0.220022,0.12404,2.796328,0.276969,0.156144,0.2258449999999999,0.118051,0.02637005,-1.18699,0.063063,2.229224,0.256626,0.1915449999999999,2.620607,0.298924,0.224803
244824,DataJanitors,2023-01-15 04:28:56.726497+00:00,0.637262,0.5874089999999998,0.16857,0.155511,0.406102,2.263272,0.224172,0.1263789999999999,2.816697,0.2789869999999999,0.157282,0.2513739999999999,0.199129,0.02120671,-1.076003,0.070626,2.244579,0.237877,0.185306,2.638458,0.2812939999999999,0.219117
244958,DataJanitors,2023-01-16 02:34:55.125461+00:00,0.619291,0.5814869999999999,0.174578,0.159303,0.383521,2.259802,0.223828,0.1261849999999999,2.810366,0.27836,0.156928,0.1852169999999999,0.123721,0.02001771,-1.069926,0.039815,2.24401,0.237709,0.185111,2.638985,0.2812609999999999,0.219041
244523,AllModelsAreWrong,2023-01-12 22:26:33.731759+00:00,0.575376,0.5702329999999999,0.13741,0.192608,0.3310569999999999,2.233483,0.221221,0.1247159999999999,2.754135,0.2727899999999999,0.153788,0.271903,0.2067539999999999,0.02195194,-1.140112,0.083673,2.251184,0.2544469999999999,0.1945,2.646176,0.2973859999999999,0.2281179999999999
244960,DataJanitors,2023-01-16 02:39:25.905426+00:00,0.631742,0.579562,0.1676489999999999,0.149126,0.399098,2.272019,0.2250379999999999,0.126867,2.827326,0.28004,0.1578749999999999,0.2357529999999999,0.16571,0.02094379,-1.096404,0.063129,2.254438,0.238288,0.186089,2.65052,0.2819829999999999,0.220115
244521,agAdaptAR,2023-01-12 21:50:47.621315+00:00,0.3998189999999999,0.416061,0.124487,0.1368709999999999,0.159855,2.253985,0.223252,0.12586,2.847613,0.2820489999999999,0.159008,0.151461,0.096145,0.02816823,-1.369301,0.030986,2.292258,0.2650879999999999,0.201766,2.684737,0.3071829999999999,0.234957
244623,arulrich,2023-01-13 11:01:48.853532+00:00,0.428831,0.4276579999999999,0.118477,0.147949,0.183896,2.264251,0.224269,0.1264339999999999,2.829281,0.280233,0.157984,0.189149,0.141821,0.0334029,-1.259952,0.045117,2.286727,0.2586,0.195999,2.691163,0.302487,0.230252
244907,MPB_Group,2023-01-15 18:42:07.758941+00:00,0.4975229999999999,0.437693,0.3607489999999999,0.183037,0.247529,2.248769,0.2227349999999999,0.1255689999999999,2.770411,0.2744019999999999,0.154697,0.342424,0.277463,0.1112245,-1.382204,0.128001,2.287621,0.2616009999999999,0.203269,2.694385,0.3064339999999999,0.237911
244853,arulrich,2023-01-15 09:36:53.938697+00:00,0.389639,0.39795,0.122409,0.1381739999999999,0.151818,2.284662,0.2262899999999999,0.1275729999999999,2.845463,0.2818359999999999,0.158888,0.231405,0.176511,0.0414131,-1.340459,0.062653,2.305602,0.266324,0.201186,2.703547,0.309294,0.23483
